smiles,IC50(nM)
"COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN[C@H]2C[C@](O)(CF)C2)c(OC)n1 |r,wU:11.11,37.40,39.43,wD:39.44,(-7.63,1,;-7.63,-.54,;-6.29,-1.31,;-4.96,-.54,;-3.63,-1.31,;-3.63,-2.85,;-4.96,-3.62,;-6.29,-2.85,;-7.63,-3.62,;-8.96,-2.85,;-10.29,-3.62,;-11.63,-2.85,;-11.79,-1.32,;-13.3,-1,;-14.07,-2.34,;-15.6,-2.5,;-13.04,-3.48,;-2.29,-.54,;-2.29,1,;-.96,1.77,;.37,1,;.37,-.54,;-.96,-1.31,;-.96,-2.85,;1.71,-1.31,;1.71,-2.85,;3.04,-3.62,;4.38,-2.85,;4.38,-1.31,;3.04,-.54,;3.04,1,;5.71,-.54,;5.71,1,;7.04,1.77,;8.38,1,;9.71,1.77,;11.04,1,;12.38,1.77,;12.78,3.25,;14.26,2.85,;15.6,3.62,;15.6,2.08,;15.6,.54,;13.87,1.37,;8.38,-.54,;9.71,-1.31,;9.71,-2.85,;7.04,-1.31,)|",0.084
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNCC2OCCO2)c(OC)n1 |r|,0.259
COc1nc(cnc1CNCC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNCC[C@@H]2CCC(=O)N2)c(OC)n1 |r|,0.064
COc1nc(cnc1CNC[C@@H]1CNC(=O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC[C@@H]2CCC(=O)N2)c(OC)n1 |r|,0.064
COc1nc(ccc1CN)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN)c(OC)n1,5.46
COc1nc(ccc1CN1CC2(C1)CNC(=O)C2)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC3(C2)CNC(=O)C3)c(OC)n1,0.086
COC1CN(Cc2ccc(nc2OC)-c2cccc(c2Cl)-c2cccc(c2Cl)-c2cnc(CN3CC(C3)OC)c(OC)n2)C1,1.34
COc1nc(ccc1CN1CC(O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC(O)C2)c(OC)n1,0.646
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC[C@@H]2CCC(=O)N2)cn1 |r|,1.87
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCC(C2)c2cn[nH]c2)c(OC)n1 |r|,0.064
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCC(C)(CO)C2)c(OC)n1 |r|,0.146
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCC(C)(C2)OC)c(OC)n1 |r|,0.246
COc1nc(cnc1CN1CC(C)(O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC3(C2)CNC(=O)C3)c(OC)n1,0.074
COc1nc(cnc1CN1CC(C)(O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC3(C2)CCC(=O)N3)c(OC)n1,0.069
COc1nc(cnc1CNC[C@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC(C)(O)C2)c(OC)n1 |r|,0.138
COc1nc(cnc1CN1CC(C)(O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC3(C2)CN(C3)C(C)=O)c(OC)n1,0.064
COc1nc(cnc1CN1CC(C)(O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC[C@@H](CO)C2)c(OC)n1 |r|,0.064
COc1nc(cnc1CNCCO)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC(C)(O)C2)c(OC)n1,0.285
COc1nc(cnc1CN1CC2(C1)CCC(=O)N2)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc2c(CN3CC4(C3)CCC(=O)N4)cn(C)c2c1,0.064
COc1nc(cnc1CN1CC2(C1)CN(C2)C(C)=O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc2c(CN3CC4(C3)CN(C4)C(C)=O)cn(C)c2c1,0.101
CCC(=O)NC1CCN(Cc2ncc(nc2OC)-c2cccc(c2Cl)-c2cccc(c2Cl)-c2cnc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)C1 |r|,0.086
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCCC2(C)CO)c(OC)n1 |r|,0.139
COc1nc(cnc1CNCCOC(N)=O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNCCOC(N)=O)c(OC)n1,0.064
COc1nc(cnc1CNCc1cnn(CCO)c1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNCc2cnn(CCO)c2)c(OC)n1,0.145
COc1nc(cnc1CNCc1cn[nH]c1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNCc2cn[nH]c2)c(OC)n1,0.186
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCC(CC2)[C@H](C)O)c(OC)n1 |r|,0.172
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN[C@H]2CC[C@H](C2)C#N)c(OC)n1 |r|,0.087
"COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN(C)C[C@H]2C[C@H](O)C2)c(OC)n1 |r,wU:11.11,41.45,wD:39.42,(-8.29,1.93,;-8.29,.38,;-6.96,-.38,;-5.63,.38,;-4.29,-.38,;-4.29,-1.93,;-5.63,-2.69,;-6.96,-1.93,;-8.29,-2.69,;-9.63,-1.93,;-10.96,-2.69,;-12.3,-1.93,;-12.46,-.39,;-13.96,-.07,;-14.73,-1.41,;-16.26,-1.57,;-13.7,-2.55,;-2.96,.38,;-2.96,1.93,;-1.63,2.69,;-.29,1.93,;-.29,.38,;-1.63,-.38,;-1.63,-1.93,;1.04,-.38,;1.04,-1.93,;2.38,-2.69,;3.71,-1.93,;3.71,-.38,;2.38,.38,;2.38,1.93,;5.04,.38,;5.04,1.93,;6.38,2.69,;7.71,1.93,;9.04,2.69,;10.38,1.93,;10.38,.38,;11.71,2.69,;13.04,1.93,;13.44,.44,;14.93,.84,;16.26,.07,;14.53,2.32,;7.71,.38,;9.04,-.38,;9.04,-1.93,;6.38,-.38,)|",0.344
COCC1(CO)CCN(Cc2ncc(nc2OC)-c2cccc(c2Cl)-c2cccc(c2Cl)-c2cnc(CN3CCC(CO)(COC)C3)c(OC)n2)C1,0.157
COc1nc(cnc1CNCCc1nnc[nH]1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC[C@@H]2CCC(=O)N2)c(OC)n1 |r|,0.159
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCC(C2)c2nnc[nH]2)c(OC)n1 |r|,0.346
COCC1(CO)CCN(Cc2ncc(nc2OC)-c2cccc(c2Cl)-c2cccc(c2Cl)-c2cnc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)C1 |r|,0.076
"COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN[C@H]2C[C@H](C2)C(N)=O)c(OC)n1 |r,wU:11.11,37.40,39.45,(-8.29,.23,;-8.29,-1.31,;-6.96,-2.08,;-5.63,-1.31,;-4.29,-2.08,;-4.29,-3.62,;-5.63,-4.39,;-6.96,-3.62,;-8.29,-4.39,;-9.63,-3.62,;-10.96,-4.39,;-12.3,-3.62,;-12.46,-2.09,;-13.96,-1.77,;-14.73,-3.11,;-16.26,-3.27,;-13.7,-4.25,;-2.96,-1.31,;-2.96,.23,;-1.63,1,;-.29,.23,;-.29,-1.31,;-1.63,-2.08,;-1.63,-3.62,;1.04,-2.08,;1.04,-3.62,;2.38,-4.39,;3.71,-3.62,;3.71,-2.08,;2.38,-1.31,;2.38,.23,;5.04,-1.31,;5.04,.23,;6.38,1,;7.71,.23,;9.04,1,;10.38,.23,;11.71,1,;12.11,2.48,;13.6,2.08,;13.2,.6,;14.93,2.85,;14.93,4.39,;16.26,2.08,;7.71,-1.31,;9.04,-2.08,;9.04,-3.62,;6.38,-2.08,)|",0.11
"COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN[C@H]2C[C@@H](C2)C(N)=O)c(OC)n1 |r,wU:11.11,37.40,wD:39.45,(-8.29,.23,;-8.29,-1.31,;-6.96,-2.08,;-5.63,-1.31,;-4.29,-2.08,;-4.29,-3.62,;-5.63,-4.39,;-6.96,-3.62,;-8.29,-4.39,;-9.63,-3.62,;-10.96,-4.39,;-12.3,-3.62,;-12.46,-2.09,;-13.96,-1.77,;-14.73,-3.11,;-16.26,-3.27,;-13.7,-4.25,;-2.96,-1.31,;-2.96,.23,;-1.63,1,;-.29,.23,;-.29,-1.31,;-1.63,-2.08,;-1.63,-3.62,;1.04,-2.08,;1.04,-3.62,;2.38,-4.39,;3.71,-3.62,;3.71,-2.08,;2.38,-1.31,;2.38,.23,;5.04,-1.31,;5.04,.23,;6.38,1,;7.71,.23,;9.04,1,;10.38,.23,;11.71,1,;12.11,2.48,;13.6,2.08,;13.2,.6,;14.93,2.85,;14.93,4.39,;16.26,2.08,;7.71,-1.31,;9.04,-2.08,;9.04,-3.62,;6.38,-2.08,)|",0.158
COc1nc(cnc1CNC1CCN(CC1)C(N)=O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC2CCN(CC2)C(N)=O)c(OC)n1,0.073
COc1nc(cnc1CNCC1CCN(C1)C(N)=O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNCC2CCN(C2)C(N)=O)c(OC)n1,0.146
CNC(=O)C1CCN(Cc2ncc(nc2OC)-c2cccc(c2Cl)-c2cccc(c2Cl)-c2cnc(CC3CCN(C3)C(=O)NC)c(OC)n2)C1,0.123
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN[C@@H]2CCC2C)c(OC)n1 |r|,0.26
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC2CCN(CC2)C(N)=O)c(OC)n1 |r|,0.094
COc1nc(cnc1CNCC1CCN(C1)C(N)=O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC[C@@H]2CCC(=O)N2)c(OC)n1 |r|,0.119
CNC(=O)C1CCN(Cc2ncc(nc2OC)-c2cccc(c2Cl)-c2cccc(c2Cl)-c2cnc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)C1 |r|,0.066
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN[C@@H]2CCC(C2)C(N)=O)c(OC)n1 |r|,0.093
COc1nc(cnc1CN1C2CC1COC2)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2C3CC2COC3)c(OC)n1,0.219
COc1nc(cnc1CNC[C@H]1CNC(=O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC[C@H]2CNC(=O)C2)c(OC)n1 |r|,0.162
COc1nc(cnc1CNC[C@H]1CCC[C@@H]1O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC[C@H]2CCC[C@@H]2O)c(OC)n1 |r|,0.622
"COc1nc(cnc1CN1CC2CC1(CO)C2)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC3CC2(CO)C3)c(OC)n1 |(-7.34,-5,;-6,-4.23,;-6,-2.69,;-4.67,-1.92,;-4.67,-.38,;-6,.39,;-7.34,-.38,;-7.34,-1.92,;-8.67,-2.69,;-10,-1.92,;-10.16,-.39,;-11.67,-.07,;-12.44,-1.41,;-11.41,-2.55,;-11.73,-4.06,;-13.19,-4.53,;-11.01,-1.06,;-3.33,.39,;-3.33,1.93,;-2,2.7,;-.67,1.93,;-.67,.39,;-2,-.38,;-2,-1.92,;.67,-.38,;.67,-1.92,;2,-2.69,;3.33,-1.92,;3.33,-.38,;2,.39,;2,1.93,;4.67,.39,;6,-.38,;7.34,.39,;7.34,1.93,;8.67,2.7,;10,1.93,;10.16,.39,;11.67,.07,;12.44,1.41,;11.41,2.55,;11.73,4.06,;13.19,4.53,;11.01,1.06,;6,2.7,;6,4.24,;4.67,5,;4.67,1.93,)|",0.246
COc1nc(cnc1CN1CC(C1)C(C)(C)O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC(C2)C(C)(C)O)c(OC)n1,0.064
COc1nc(cnc1CNCN1C[C@H](C)[C@@H](O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2C[C@H](C)[C@@H](O)C2)c(OC)n1 |r|,0.239
COc1nc(cnc1CNC[C@@H]1CNC(=O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC[C@@H]2CNC(=O)C2)c(OC)n1 |r|,0.064
COc1nc(cnc1CNC[C@H]1CNC(=O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC[C@@H]2CCC(=O)N2)c(OC)n1 |r|,0.227
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC[C@]3(O)C[C@@H]3C2)c(OC)n1 |r|,0.108
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCCC2C(C)(C)O)c(OC)n1 |r|,0.341
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC(C2)C(C)(C)O)c(OC)n1 |r|,0.122
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2C3CC2COC3)c(OC)n1 |r|,0.229
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNCC2(O)CCC2)c(OC)n1 |r|,0.29
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2C[C@H](C)[C@@H](O)C2)c(OC)n1 |r|,0.123
CNc1nc(cnc1CN1CC2(C1)CN(C2)C(C)=O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC[C@@H]2CCC(=O)N2)c(OC)n1 |r|,0.064
COc1nc(cnc1CN1CC2(C1)CN(C2)C(C)=O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc2c(CN3CC4(C3)CN(C4)C(C)=O)nn(C)c2n1,0.332
CCn1nc(CN2CC3(C2)CN(C3)C(C)=O)c2ncc(nc12)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC3(C2)CN(C3)C(C)=O)c(OC)n1,0.565
COc1nc(cnc1CN1CC2(C1)CN(C2)C(C)=O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1ccc2c(CN3CC4(C3)CN(C4)C(C)=O)cn(C)c2n1,0.064
COc1nc(cnc1CN1CC(O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1ccc2c(CN3CC(O)C3)cn(C)c2n1,0.092
COc1nc(cnc1CN1CC2(C1)CNC(=O)C2)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1ccc2c(CN3CC4(C3)CNC(=O)C4)cn(C)c2n1,0.109
COc1nc(cnc1CN1CC2(C1)CCC(=O)N2)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1ccc2c(CN3CC4(C3)CCC(=O)N4)cn(C)c2n1,0.139
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1ccc2c(CNC[C@@H]3CCC(=O)N3)cn(C)c2n1 |r|,0.247
OC1CN(Cc2ncc(nc2N2CCC2)-c2cccc(c2Cl)-c2cccc(-c3cnc(CN4CC(O)C4)c(n3)N3CCC3)c2Cl)C1,0.386
COc1nc(ccc1CN1CC2(C1)CNC(=O)C2)-c1cccc(c1F)-c1cccc(c1Cl)-c1cnc(CN2CC3(C2)CNC(=O)C3)c(OC)n1,0.276
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1F)-c1cccc(c1Cl)-c1cnc(CNC[C@@H]2CCC(=O)N2)c(OC)n1 |r|,0.169
COc1nc(cnc1CN1CC[C@H](C1)C(C)(C)O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC[C@H](C2)C(C)(C)O)c(OC)n1 |r|,0.203
COc1nc(cnc1CN1CC[C@@H](C1)C(C)(C)O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC[C@@H](C2)C(C)(C)O)c(OC)n1 |r|,0.232
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC[C@H](C2)C(C)(C)O)c(OC)n1 |r|,0.087
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC[C@@H](C2)C(C)(C)O)c(OC)n1 |r|,0.064
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCC(CC2)C(N)=O)c(OC)n1 |r|,0.084
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC2CCOCC2)c(OC)n1 |r|,0.106
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC[C@](C)(O)C2)c(OC)n1 |r|,0.192
"COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN[C@H]2C[C@H](CO)C2)c(OC)n1 |r,wU:11.11,37.40,wD:39.43,(-4.29,-4.78,;-5.63,-4.01,;-5.63,-2.47,;-4.29,-1.7,;-4.29,-.16,;-5.63,.61,;-6.96,-.16,;-6.96,-1.7,;-8.29,-2.47,;-9.63,-1.7,;-10.96,-2.47,;-12.3,-1.7,;-12.46,-.17,;-13.96,.15,;-14.73,-1.18,;-16.26,-1.34,;-13.7,-2.33,;-2.96,.61,;-2.96,2.15,;-1.63,2.92,;-.29,2.15,;-.29,.61,;-1.63,-.16,;-1.63,-1.7,;1.04,-.16,;1.04,-1.7,;2.38,-2.47,;3.71,-1.7,;3.71,-.16,;2.38,.61,;2.38,2.15,;5.04,.61,;5.04,2.15,;6.38,2.92,;7.71,2.15,;9.04,2.92,;10.38,2.15,;11.71,2.92,;12.11,4.41,;13.6,4.01,;14.93,4.78,;16.26,4.01,;13.2,2.52,;7.71,.61,;9.04,-.16,;9.04,-1.7,;6.38,-.16,)|",0.197
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNCCC(O)=O)c(OC)n1 |r|,0.101
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC[C@@H](C2)C(O)=O)c(OC)n1 |r|,0.064
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC[C@H](C2)C(O)=O)c(OC)n1 |r|,0.09
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCC(C2)c2cc[nH]n2)c(OC)n1 |r|,0.342
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC[C@H](O)[C@@H]2C)c(OC)n1 |r|,0.064
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC[C@@H](C2)C(N)=O)c(OC)n1 |r|,0.106
COc1nc(cnc1CNCCc1cnccn1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNCCc2cnccn2)c(OC)n1,0.144
COc1nc(cnc1CN1C[C@H](O)[C@H](O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2C[C@H](O)[C@H](O)C2)c(OC)n1 |r|,0.277
COc1nc(cnc1CNCCc1cncnc1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC[C@@H]2CCC(=O)N2)c(OC)n1 |r|,0.072
COc1nc(cnc1CNCCc1cnccn1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC[C@@H]2CCC(=O)N2)c(OC)n1 |r|,0.071
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN(CCO)CCO)c(OC)n1 |r|,0.064
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCC(O)(CO)C2)c(OC)n1 |r|,0.181
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2C[C@H](O)[C@H](O)C2)c(OC)n1 |r|,0.115
COc1nc(cnc1CN1CCC(C1)N1CCNC1=O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCC(C2)N2CCNC2=O)c(OC)n1,0.105
COc1nc(cnc1CN1C[C@H](O)[C@@H](O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2C[C@H](O)[C@@H](O)C2)c(OC)n1 |r|,0.168
COc1nc(cnc1CN1CC(C1)C(N)=O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC(C2)C(N)=O)c(OC)n1,0.089
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCC(C2)N2CCNC2=O)c(OC)n1 |r|,0.064
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2C[C@H](O)[C@@H](O)C2)c(OC)n1 |r|,0.091
COC[C@@H]1C[C@@H](CN1Cc1ncc(nc1OC)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC[C@@H]2CCC(=O)N2)c(OC)n1)OC |r|,0.212
COc1nc(cnc1CN1CCC(C1)C(=O)N(C)C)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCC(C2)C(=O)N(C)C)c(OC)n1,0.225
COc1nc(cnc1CN1CC[C@H](C1)C(N)=O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC[C@H](C2)C(N)=O)c(OC)n1 |r|,0.273
COc1nc(cnc1CN1C[C@@H](C)[C@H](CO)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2C[C@@H](C)[C@H](CO)C2)c(OC)n1 |r|,0.096
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCC(C2)C(=O)N(C)C)c(OC)n1 |r|,0.299
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CC[C@H](C2)C(N)=O)c(OC)n1 |r|,0.095
"COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN[C@H]2C[C@H](C2)OC(F)F)c(OC)n1 |r,wU:11.11,37.40,39.45,(-8.29,-.16,;-8.29,-1.7,;-6.96,-2.47,;-5.63,-1.7,;-4.29,-2.47,;-4.29,-4.01,;-5.63,-4.78,;-6.96,-4.01,;-8.29,-4.78,;-9.63,-4.01,;-10.96,-4.78,;-12.3,-4.01,;-12.46,-2.48,;-13.96,-2.16,;-14.73,-3.49,;-16.26,-3.65,;-13.7,-4.64,;-2.96,-1.7,;-2.96,-.16,;-1.63,.61,;-.29,-.16,;-.29,-1.7,;-1.63,-2.47,;-1.63,-4.01,;1.04,-2.47,;1.04,-4.01,;2.38,-4.78,;3.71,-4.01,;3.71,-2.47,;2.38,-1.7,;2.38,-.16,;5.04,-1.7,;5.04,-.16,;6.38,.61,;7.71,-.16,;9.04,.61,;10.38,-.16,;11.71,.61,;12.11,2.1,;13.6,1.7,;13.2,.21,;14.93,2.47,;14.93,4.01,;13.6,4.78,;16.26,4.78,;7.71,-1.7,;9.04,-2.47,;9.04,-4.01,;6.38,-2.47,)|",0.276
COc1nc(cnc1CN1CCC2(CCC(=O)N2)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCC3(CCC(=O)N3)C2)c(OC)n1,0.064
COc1nc(cnc1CNCC[C@@H]1CNC(=O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNCC[C@@H]2CNC(=O)C2)c(OC)n1 |r|,0.199
COc1nc(cnc1CNCC[C@@H]1CNC(=O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC[C@@H]2CCC(=O)N2)c(OC)n1 |r|,0.171
COc1nc(cnc1CNCC[C@H]1CNC(=O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNCC[C@H]2CNC(=O)C2)c(OC)n1 |r|,0.072
COc1nc(cnc1CNCC[C@H]1CNC(=O)C1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNC[C@@H]2CCC(=O)N2)c(OC)n1 |r|,0.094
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CN2CCC[C@H]3[C@@H]2CNC3=O)c(OC)n1 |r|,0.392
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNCC2CCN(C)C2=O)c(OC)n1 |r|,0.2
COc1nc(cnc1CNCC12CC(O)(C1)C2)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNCC23CC(O)(C2)C3)c(OC)n1,0.238
COc1nc(cnc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNCC23CC(O)(C2)C3)c(OC)n1 |r|,0.214
COc1nc(cnc1CNCC1CN(C1)S(C)(=O)=O)-c1cccc(c1Cl)-c1cccc(c1Cl)-c1cnc(CNCC2CN(C2)S(C)(=O)=O)c(OC)n1,0.089
